"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Skin_Friction_Coefficient_X", "Skin_Friction_Coefficient_Y", "h"
360, -5.358267949789932e+00, 8.443279255020173e+00, -2.927559907586605e-01, -5.855119815173210e-01, 4.189137670330961e-05, 2.658507605661244e-05, 0.000000000000000e+00
361, -5.305111843067306e+00, 8.476779360850854e+00, -2.988986169037595e-01, -5.977972338075190e-01, 4.109788132227642e-05, 2.572071864164777e-05, 0.000000000000000e+00
362, -5.251746299612922e+00, 8.509944817946941e+00, -3.068220849824430e-01, -6.136441699648860e-01, 4.099174386458741e-05, 2.529725441950269e-05, 0.000000000000000e+00
363, -5.198173426207059e+00, 8.542774316992974e+00, -3.169270763072621e-01, -6.338541526145242e-01, 4.229855323723898e-05, 2.573815100879569e-05, 0.000000000000000e+00
364, -5.144395337815028e+00, 8.575266561936544e+00, -3.282165101725328e-01, -6.564330203450657e-01, 4.321881098798229e-05, 2.592743305955847e-05, 0.000000000000000e+00
365, -5.090414157503675e+00, 8.607420270039459e+00, -3.358886105984643e-01, -6.717772211969286e-01, 4.228754195998121e-05, 2.500878259986878e-05, 0.000000000000000e+00
366, -5.036232016357570e+00, 8.639234171928376e+00, -3.417810545371879e-01, -6.835621090743758e-01, 4.146388819927480e-05, 2.417132781866018e-05, 0.000000000000000e+00
367, -4.981851053394870e+00, 8.670707011644922e+00, -3.489368173514334e-01, -6.978736347028668e-01, 4.247490767296792e-05, 2.440443014038447e-05, 0.000000000000000e+00
368, -4.927273415482877e+00, 8.701837546695279e+00, -3.565448022942636e-01, -7.130896045885271e-01, 4.390596577811507e-05, 2.486103616606528e-05, 0.000000000000000e+00
369, -4.872501257253284e+00, 8.732624548099224e+00, -3.637083411502041e-01, -7.274166823004081e-01, 4.434778619297813e-05, 2.474452471779690e-05, 0.000000000000000e+00
370, -4.817536741017113e+00, 8.763066800438658e+00, -3.660920336661537e-01, -7.321840673323073e-01, 4.288234133797236e-05, 2.357476664746763e-05, 0.000000000000000e+00
371, -4.762382036679351e+00, 8.793163101905584e+00, -3.724412248486989e-01, -7.448824496973978e-01, 4.221214154855363e-05, 2.286211938875919e-05, 0.000000000000000e+00
372, -4.707039321653284e+00, 8.822912264349554e+00, -3.793449313906589e-01, -7.586898627813178e-01, 4.296701512952742e-05, 2.292297868199050e-05, 0.000000000000000e+00
373, -4.651510780774542e+00, 8.852313113324573e+00, -3.873317244817987e-01, -7.746634489635974e-01, 4.392553974446514e-05, 2.308098674968676e-05, 0.000000000000000e+00
374, -4.595798606214836e+00, 8.881364488135468e+00, -3.943297330227284e-01, -7.886594660454568e-01, 4.479545517086152e-05, 2.318009701257308e-05, 0.000000000000000e+00
375, -4.539904997395425e+00, 8.910065241883700e+00, -3.996536729914874e-01, -7.993073459829747e-01, 4.406525054345823e-05, 2.245236659024034e-05, 0.000000000000000e+00
376, -4.483832160900279e+00, 8.938414241512660e+00, -4.041171634833962e-01, -8.082343269667924e-01, 4.292956321058515e-05, 2.153502298909538e-05, 0.000000000000000e+00
377, -4.427582310388971e+00, 8.966410367852381e+00, -4.077149501668882e-01, -8.154299003337765e-01, 4.238811357465280e-05, 2.093110332165610e-05, 0.000000000000000e+00
378, -4.371157666509284e+00, 8.994052515663732e+00, -4.156835348720579e-01, -8.313670697441158e-01, 4.256078617315847e-05, 2.068476990205002e-05, 0.000000000000000e+00
379, -4.314560456809544e+00, 9.021339593682050e+00, -4.257726848860655e-01, -8.515453697721309e-01, 4.397260077163391e-05, 2.103040712548238e-05, 0.000000000000000e+00
380, -4.257792915650681e+00, 9.048270524660216e+00, -4.324835835404036e-01, -8.649671670808071e-01, 4.478984551297588e-05, 2.107650145942015e-05, 0.000000000000000e+00
381, -4.200857284118015e+00, 9.074844245411191e+00, -4.378723913424973e-01, -8.757447826849946e-01, 4.480176858934885e-05, 2.073929103687998e-05, 0.000000000000000e+00
382, -4.143755809932793e+00, 9.101059706849979e+00, -4.434782421998419e-01, -8.869564843996839e-01, 4.491235452835931e-05, 2.044880882108539e-05, 0.000000000000000e+00
383, -4.086490747363443e+00, 9.126915874035049e+00, -4.508825823506636e-01, -9.017651647013273e-01, 4.584227079409103e-05, 2.052544561861503e-05, 0.000000000000000e+00
384, -4.029064357136578e+00, 9.152411726209198e+00, -4.524485707854629e-01, -9.048971415709258e-01, 4.598262215802888e-05, 2.024241801251739e-05, 0.000000000000000e+00
385, -3.971478906347757e+00, 9.177546256839832e+00, -4.532631226841349e-01, -9.065262453682699e-01, 4.438554743277885e-05, 1.920734153146857e-05, 0.000000000000000e+00
386, -3.913736668371974e+00, 9.202318473658725e+00, -4.592396226900731e-01, -9.184792453801462e-01, 4.356256050096311e-05, 1.852711258459659e-05, 0.000000000000000e+00
387, -3.855839922773915e+00, 9.226727398701170e+00, -4.719967150573008e-01, -9.439934301146017e-01, 4.466496263660696e-05, 1.866544210547436e-05, 0.000000000000000e+00
388, -3.797790955217960e+00, 9.250772068344602e+00, -4.758464163767077e-01, -9.516928327534153e-01, 4.423421403190227e-05, 1.815981376693794e-05, 0.000000000000000e+00
389, -3.739592057377952e+00, 9.274451533346634e+00, -4.761894616252433e-01, -9.523789232504866e-01, 4.435085005070062e-05, 1.788289970476492e-05, 0.000000000000000e+00
390, -3.681245526846727e+00, 9.297764858882534e+00, -4.826109483465202e-01, -9.652218966930404e-01, 4.621254212389069e-05, 1.829683978459287e-05, 0.000000000000000e+00
391, -3.622753667045404e+00, 9.320711124582131e+00, -4.899424545003597e-01, -9.798849090007193e-01, 4.818277217739909e-05, 1.872757478061161e-05, 0.000000000000000e+00
392, -3.564118787132453e+00, 9.343289424566141e+00, -4.895563019063364e-01, -9.791126038126728e-01, 4.714310666345962e-05, 1.798334874452729e-05, 0.000000000000000e+00
393, -3.505343201912536e+00, 9.365498867481945e+00, -4.937310178496594e-01, -9.874620356993189e-01, 4.529162738169766e-05, 1.695186774270413e-05, 0.000000000000000e+00
394, -3.446429231745116e+00, 9.387338576538761e+00, -5.009386092384556e-01, -1.001877218476911e+00, 4.546779718105353e-05, 1.669286177655087e-05, 0.000000000000000e+00
395, -3.387379202452858e+00, 9.408807689542275e+00, -5.031659403935625e-01, -1.006331880787125e+00, 4.470412453426292e-05, 1.609447516708502e-05, 0.000000000000000e+00
396, -3.328195445229810e+00, 9.429905358928664e+00, -5.054176007460887e-01, -1.010835201492177e+00, 4.256535459886317e-05, 1.502303723190438e-05, 0.000000000000000e+00
397, -3.268880296549368e+00, 9.450630751798068e+00, -5.113289508367014e-01, -1.022657901673403e+00, 4.202032013093529e-05, 1.453441575892496e-05, 0.000000000000000e+00
398, -3.209436098072038e+00, 9.470983049947462e+00, -5.211026013229217e-01, -1.042205202645843e+00, 4.329817413296330e-05, 1.467247088397099e-05, 0.000000000000000e+00
399, -3.149865196552990e+00, 9.490961449902965e+00, -5.285031098983948e-01, -1.057006219796790e+00, 4.482271998755036e-05, 1.487578750044074e-05, 0.000000000000000e+00
400, -3.090169943749416e+00, 9.510565162951556e+00, -5.324507217958733e-01, -1.064901443591747e+00, 4.541315160062595e-05, 1.475562742305553e-05, 0.000000000000000e+00
401, -3.030352696327681e+00, 9.529793415172207e+00, -5.373420422310454e-01, -1.074684084462091e+00, 4.625922323875860e-05, 1.470984267596034e-05, 0.000000000000000e+00
402, -2.970415815770289e+00, 9.548645447466448e+00, -5.386753692014669e-01, -1.077350738402934e+00, 4.647352310292620e-05, 1.445709643309847e-05, 0.000000000000000e+00
403, -2.910361668282658e+00, 9.567120515588323e+00, -5.383102700309136e-01, -1.076620540061827e+00, 4.464940555666442e-05, 1.358255268468742e-05, 0.000000000000000e+00
404, -2.850192624699700e+00, 9.585217890173777e+00, -5.412667942363282e-01, -1.082533588472656e+00, 4.389741503447869e-05, 1.305302498161392e-05, 0.000000000000000e+00
405, -2.789911060392231e+00, 9.602936856769448e+00, -5.434984928833185e-01, -1.086996985766637e+00, 4.413732177889432e-05, 1.282307736098671e-05, 0.000000000000000e+00
406, -2.729519355173190e+00, 9.620276715860877e+00, -5.479347018647511e-01, -1.095869403729502e+00, 4.468784672542093e-05, 1.267908878098647e-05, 0.000000000000000e+00
407, -2.669019893203692e+00, 9.637236782900114e+00, -5.524697800156774e-01, -1.104939560031355e+00, 4.552070639059926e-05, 1.260689901536562e-05, 0.000000000000000e+00
408, -2.608415062898906e+00, 9.653816388332757e+00, -5.557169305416950e-01, -1.111433861083390e+00, 4.524268829378989e-05, 1.222435821072690e-05, 0.000000000000000e+00
409, -2.547707256833757e+00, 9.670014877624368e+00, -5.570762537717248e-01, -1.114152507543450e+00, 4.364664372461691e-05, 1.149934848713991e-05, 0.000000000000000e+00
410, -2.486898871648483e+00, 9.685831611286327e+00, -5.640114968852971e-01, -1.128022993770594e+00, 4.349212656141739e-05, 1.116688012056198e-05, 0.000000000000000e+00
411, -2.425992307954009e+00, 9.701265964901074e+00, -5.677387809904080e-01, -1.135477561980816e+00, 4.388385455948762e-05, 1.097402070924270e-05, 0.000000000000000e+00
412, -2.364989970237181e+00, 9.716317329146754e+00, -5.709801051146177e-01, -1.141960210229235e+00, 4.336830903747173e-05, 1.055601751417652e-05, 0.000000000000000e+00
413, -2.303894266765839e+00, 9.730985109821281e+00, -5.722753907109062e-01, -1.144550781421812e+00, 4.352075952566496e-05, 1.030391345016783e-05, 0.000000000000000e+00
414, -2.242707609493745e+00, 9.745268727865787e+00, -5.745084819260546e-01, -1.149016963852109e+00, 4.425662925871443e-05, 1.018490941406777e-05, 0.000000000000000e+00
415, -2.181432413965358e+00, 9.759167619387489e+00, -5.742652048609185e-01, -1.148530409721837e+00, 4.422367501013783e-05, 9.885162535802276e-06, 0.000000000000000e+00
416, -2.120071099220478e+00, 9.772681235681949e+00, -5.727697342547216e-01, -1.145539468509443e+00, 4.276237418890891e-05, 9.276806586195025e-06, 0.000000000000000e+00
417, -2.058626087698744e+00, 9.785809043254735e+00, -5.744801904021868e-01, -1.148960380804374e+00, 4.181146071748037e-05, 8.795814778045539e-06, 0.000000000000000e+00
418, -1.997099805144000e+00, 9.798550523842483e+00, -5.762825724269259e-01, -1.152565144853852e+00, 4.098607543373708e-05, 8.353611390089742e-06, 0.000000000000000e+00
419, -1.935494680508532e+00, 9.810905174433355e+00, -5.807232042649226e-01, -1.161446408529845e+00, 4.021126542587649e-05, 7.932875605720177e-06, 0.000000000000000e+00
420, -1.873813145857175e+00, 9.822872507286901e+00, -5.849316630014041e-01, -1.169863326002808e+00, 4.138082015810294e-05, 7.893813621329420e-06, 0.000000000000000e+00
421, -1.812057636271302e+00, 9.834452049953310e+00, -5.850760344057347e-01, -1.170152068811469e+00, 4.196227718233105e-05, 7.731804925921988e-06, 0.000000000000000e+00
422, -1.750230589752688e+00, 9.845643345292066e+00, -5.843732260876090e-01, -1.168746452175218e+00, 4.168830096715614e-05, 7.410804660360949e-06, 0.000000000000000e+00
423, -1.688334447127266e+00, 9.856445951489993e+00, -5.849779875971033e-01, -1.169955975194207e+00, 4.225915428414966e-05, 7.238672665131846e-06, 0.000000000000000e+00
424, -1.626371651948763e+00, 9.866859442078692e+00, -5.866903603039338e-01, -1.173380720607868e+00, 4.231808230207996e-05, 6.975363318485725e-06, 0.000000000000000e+00
425, -1.564344650402234e+00, 9.876883405951389e+00, -5.862707892440735e-01, -1.172541578488147e+00, 4.188662441710099e-05, 6.634189565386849e-06, 0.000000000000000e+00
426, -1.502255891207496e+00, 9.886517447379152e+00, -5.849046297802080e-01, -1.169809259560416e+00, 4.151667255278266e-05, 6.308456568019180e-06, 0.000000000000000e+00
427, -1.440107825522446e+00, 9.895761186026521e+00, -5.832286761179414e-01, -1.166457352235883e+00, 4.068471376320022e-05, 5.920754711851066e-06, 0.000000000000000e+00
428, -1.377902906846305e+00, 9.904614256966523e+00, -5.836617528364134e-01, -1.167323505672827e+00, 4.002110704625404e-05, 5.567627199156921e-06, 0.000000000000000e+00
429, -1.315643590922749e+00, 9.913076310695075e+00, -5.863749270275151e-01, -1.172749854055030e+00, 3.977223264115725e-05, 5.278490887291092e-06, 0.000000000000000e+00
430, -1.253332335642965e+00, 9.921147013144788e+00, -5.911835482839861e-01, -1.182367096567972e+00, 4.009117081270026e-05, 5.064692689944674e-06, 0.000000000000000e+00
431, -1.190971600948620e+00, 9.928826045698147e+00, -5.949856725871071e-01, -1.189971345174214e+00, 4.119715846001448e-05, 4.941636155153505e-06, 0.000000000000000e+00
432, -1.128563848734739e+00, 9.936113105200093e+00, -5.968470281816701e-01, -1.193694056363340e+00, 4.202128538077656e-05, 4.772862693491288e-06, 0.000000000000000e+00
433, -1.066111542752521e+00, 9.943007903969997e+00, -5.957553061279861e-01, -1.191510612255972e+00, 4.153908839841623e-05, 4.453913950856714e-06, 0.000000000000000e+00
434, -1.003617148512070e+00, 9.949510169813010e+00, -5.932544530283111e-01, -1.186508906056622e+00, 3.958054181540692e-05, 3.992529263788245e-06, 0.000000000000000e+00
435, -9.410831331850634e-01, 9.955619646030808e+00, -5.915642915213916e-01, -1.183128583042783e+00, 3.842366245074846e-05, 3.632105477433906e-06, 0.000000000000000e+00
436, -8.785119655073513e-01, 9.961336091431733e+00, -5.898402880651360e-01, -1.179680576130272e+00, 3.814862616624572e-05, 3.364410581783326e-06, 0.000000000000000e+00
437, -8.159061156814944e-01, 9.966659280340306e+00, -5.898689489068596e-01, -1.179737897813719e+00, 3.738017639345375e-05, 3.060073959269084e-06, 0.000000000000000e+00
438, -7.532680552792457e-01, 9.971589002606146e+00, -5.910633109640276e-01, -1.182126621928055e+00, 3.660007187375639e-05, 2.764821630355031e-06, 0.000000000000000e+00
439, -6.906002571439758e-01, 9.976125063612258e+00, -5.934963430180542e-01, -1.186992686036108e+00, 3.578784994064795e-05, 2.477424672811479e-06, 0.000000000000000e+00
440, -6.279051952930510e-01, 9.980267284282721e+00, -5.938163799002586e-01, -1.187632759800517e+00, 3.409758162146092e-05, 2.145238001867653e-06, 0.000000000000000e+00
441, -5.651853448201619e-01, 9.984015501089754e+00, -5.915027021684724e-01, -1.183005404336945e+00, 3.274103144936394e-05, 1.853437742304291e-06, 0.000000000000000e+00
442, -5.024431817976117e-01, 9.987369566060179e+00, -5.905042826275085e-01, -1.181008565255017e+00, 3.200301862675807e-05, 1.610003354698480e-06, 0.000000000000000e+00
443, -4.396811831785646e-01, 9.990329346781252e+00, -5.848385936674417e-01, -1.169677187334883e+00, 3.322922572817976e-05, 1.462440804213305e-06, 0.000000000000000e+00
444, -3.769018266992604e-01, 9.992894726405895e+00, -5.803833011461463e-01, -1.160766602292293e+00, 3.424236329890421e-05, 1.291518587077252e-06, 0.000000000000000e+00
445, -3.141075907811974e-01, 9.995065603657318e+00, -5.778528496755980e-01, -1.155705699351196e+00, 3.488823627554422e-05, 1.096406994978411e-06, 0.000000000000000e+00
446, -2.513009544332887e-01, 9.996841892833002e+00, -5.757813760368048e-01, -1.151562752073610e+00, 3.510530730885354e-05, 8.824784193809007e-07, 0.000000000000000e+00
447, -1.884843971539951e-01, 9.998223523808091e+00, -5.739347373526922e-01, -1.147869474705384e+00, 3.495676678341710e-05, 6.589975807142394e-07, 0.000000000000000e+00
448, -1.256603988334389e-01, 9.999210442038162e+00, -5.723627856198203e-01, -1.144725571239641e+00, 3.469687167186751e-05, 4.360367008811568e-07, 0.000000000000000e+00
449, -6.283143965550185e-02, 9.999802608561373e+00, -5.705676101856642e-01, -1.141135220371328e+00, 3.426587245816403e-05, 2.153016596302786e-07, 0.000000000000000e+00
450, 8.820551857043883e-14, 1.000000000000000e+01, -5.684407704551748e-01, -1.136881540910350e+00, 3.337759393312962e-05, -9.435947032412906e-19, 0.000000000000000e+00
451, 6.283143965567825e-02, 9.999802608561371e+00, -5.661132705538598e-01, -1.132226541107720e+00, 3.196731335245001e-05, -2.008591967747995e-07, 0.000000000000000e+00
452, 1.256603988336153e-01, 9.999210442038160e+00, -5.647647889216669e-01, -1.129529577843334e+00, 3.109320785420177e-05, -3.907493419226879e-07, 0.000000000000000e+00
453, 1.884843971541715e-01, 9.998223523808088e+00, -5.630635146492360e-01, -1.126127029298472e+00, 3.113421029481198e-05, -5.869355535333232e-07, 0.000000000000000e+00
454, 2.513009544334651e-01, 9.996841892832997e+00, -5.613074878151411e-01, -1.122614975630282e+00, 3.081320474082938e-05, -7.745833977898099e-07, 0.000000000000000e+00
455, 3.141075907813737e-01, 9.995065603657313e+00, -5.600304810131066e-01, -1.120060962026213e+00, 3.010681279979027e-05, -9.461447087634627e-07, 0.000000000000000e+00
456, 3.769018266994367e-01, 9.992894726405888e+00, -5.590060406798547e-01, -1.118012081359709e+00, 2.910061077921640e-05, -1.097587201812371e-06, 0.000000000000000e+00
457, 4.396811831787409e-01, 9.990329346781245e+00, -5.568770757896478e-01, -1.113754151579296e+00, 2.775182452235049e-05, -1.221376655143087e-06, 0.000000000000000e+00
458, 5.024431817977879e-01, 9.987369566060170e+00, -5.560442913851100e-01, -1.112088582770220e+00, 2.640983498548527e-05, -1.328622259654257e-06, 0.000000000000000e+00
459, 5.651853448203381e-01, 9.984015501089745e+00, -5.561013709635836e-01, -1.112202741927167e+00, 2.506538984185289e-05, -1.418927184085699e-06, 0.000000000000000e+00
460, 6.279051952932271e-01, 9.980267284282711e+00, -5.558116372586366e-01, -1.111623274517273e+00, 2.439615773606509e-05, -1.534876146232265e-06, 0.000000000000000e+00
461, 6.906002571441517e-01, 9.976125063612246e+00, -5.510581900635300e-01, -1.102116380127060e+00, 2.430294198583630e-05, -1.682378466364127e-06, 0.000000000000000e+00
462, 7.532680552794215e-01, 9.971589002606132e+00, -5.471123367623518e-01, -1.094224673524704e+00, 2.463370828617450e-05, -1.860865457871757e-06, 0.000000000000000e+00
463, 8.159061156816703e-01, 9.966659280340291e+00, -5.379806599446341e-01, -1.075961319889268e+00, 2.628056921740793e-05, -2.151420706272278e-06, 0.000000000000000e+00
464, 8.785119655075271e-01, 9.961336091431717e+00, -5.306235930286112e-01, -1.061247186057222e+00, 2.670600376799273e-05, -2.355260744715378e-06, 0.000000000000000e+00
465, 9.410831331852390e-01, 9.955619646030790e+00, -5.257450347446955e-01, -1.051490069489391e+00, 2.625965318172712e-05, -2.482268062789432e-06, 0.000000000000000e+00
466, 1.003617148512245e+00, 9.949510169812992e+00, -5.217531758866164e-01, -1.043506351773233e+00, 2.581350053760621e-05, -2.603833893378355e-06, 0.000000000000000e+00
467, 1.066111542752696e+00, 9.943007903969978e+00, -5.178671726242062e-01, -1.035734345248412e+00, 2.531002427973330e-05, -2.713797403420021e-06, 0.000000000000000e+00
468, 1.128563848734914e+00, 9.936113105200073e+00, -5.145885875169077e-01, -1.029177175033815e+00, 2.467736737065597e-05, -2.802905361644056e-06, 0.000000000000000e+00
469, 1.190971600948795e+00, 9.928826045698125e+00, -5.117043752092877e-01, -1.023408750418575e+00, 2.397752653680769e-05, -2.876125841554665e-06, 0.000000000000000e+00
470, 1.253332335643141e+00, 9.921147013144765e+00, -5.089325536914256e-01, -1.017865107382851e+00, 2.347143050523131e-05, -2.965131226967936e-06, 0.000000000000000e+00
471, 1.315643590922924e+00, 9.913076310695052e+00, -5.056683731042804e-01, -1.011336746208561e+00, 2.298659487628462e-05, -3.050734734432804e-06, 0.000000000000000e+00
472, 1.377902906846480e+00, 9.904614256966498e+00, -5.024004945888897e-01, -1.004800989177779e+00, 2.222929952126568e-05, -3.092479488130240e-06, 0.000000000000000e+00
473, 1.440107825522621e+00, 9.895761186026494e+00, -4.988196600659971e-01, -9.976393201319942e-01, 2.107466115097202e-05, -3.066947946016879e-06, 0.000000000000000e+00
474, 1.502255891207670e+00, 9.886517447379125e+00, -4.944614283458558e-01, -9.889228566917116e-01, 2.002275819419370e-05, -3.042457226778202e-06, 0.000000000000000e+00
475, 1.564344650402409e+00, 9.876883405951361e+00, -4.905648494360950e-01, -9.811296988721899e-01, 1.925910780100999e-05, -3.050343010213536e-06, 0.000000000000000e+00
476, 1.626371651948937e+00, 9.866859442078663e+00, -4.869676484676057e-01, -9.739352969352114e-01, 1.872702585641776e-05, -3.086808336227311e-06, 0.000000000000000e+00
477, 1.688334447127440e+00, 9.856445951489963e+00, -4.839011834782851e-01, -9.678023669565702e-01, 1.791578817160514e-05, -3.068838653042652e-06, 0.000000000000000e+00
478, 1.750230589752862e+00, 9.845643345292036e+00, -4.810470424476133e-01, -9.620940848952266e-01, 1.719067367923017e-05, -3.055934678584094e-06, 0.000000000000000e+00
479, 1.812057636271476e+00, 9.834452049953278e+00, -4.758162046712087e-01, -9.516324093424174e-01, 1.677129506254828e-05, -3.090213174449051e-06, 0.000000000000000e+00
480, 1.873813145857349e+00, 9.822872507286867e+00, -4.702891429335380e-01, -9.405782858670759e-01, 1.617103131235228e-05, -3.084789203226934e-06, 0.000000000000000e+00
481, 1.935494680508705e+00, 9.810905174433321e+00, -4.654896088404840e-01, -9.309792176809680e-01, 1.544647572045203e-05, -3.047279640155425e-06, 0.000000000000000e+00
482, 1.997099805144173e+00, 9.798550523842447e+00, -4.616823818934882e-01, -9.233647637869764e-01, 1.476489952054065e-05, -3.009320397307281e-06, 0.000000000000000e+00
483, 2.058626087698917e+00, 9.785809043254700e+00, -4.577537766317051e-01, -9.155075532634103e-01, 1.403881062258474e-05, -2.953323701716675e-06, 0.000000000000000e+00
484, 2.120071099220650e+00, 9.772681235681912e+00, -4.537223411397546e-01, -9.074446822795091e-01, 1.321172318950316e-05, -2.866131804514210e-06, 0.000000000000000e+00
485, 2.181432413965530e+00, 9.759167619387451e+00, -4.499119272904562e-01, -8.998238545809124e-01, 1.227833440593024e-05, -2.744532905592913e-06, 0.000000000000000e+00
486, 2.242707609493916e+00, 9.745268727865747e+00, -4.467647482373385e-01, -8.935294964746769e-01, 1.110796064741080e-05, -2.556307944456295e-06, 0.000000000000000e+00
487, 2.303894266766011e+00, 9.730985109821241e+00, -4.436668948061905e-01, -8.873337896123811e-01, 1.034950864780642e-05, -2.450335024504801e-06, 0.000000000000000e+00
488, 2.364989970237352e+00, 9.716317329146714e+00, -4.406976627692903e-01, -8.813953255385806e-01, 9.464389360249769e-06, -2.303669708714276e-06, 0.000000000000000e+00
489, 2.425992307954180e+00, 9.701265964901033e+00, -4.366501732946034e-01, -8.733003465892069e-01, 8.929661542576612e-06, -2.233037450297939e-06, 0.000000000000000e+00
490, 2.486898871648654e+00, 9.685831611286284e+00, -4.325603954493317e-01, -8.651207908986634e-01, 8.279817460025279e-06, -2.125895795545230e-06, 0.000000000000000e+00
491, 2.547707256833928e+00, 9.670014877624322e+00, -4.296644004459526e-01, -8.593288008919051e-01, 7.340068773808560e-06, -1.933848780725660e-06, 0.000000000000000e+00
492, 2.608415062899076e+00, 9.653816388332711e+00, -4.260602053784371e-01, -8.521204107568742e-01, 6.667412117034086e-06, -1.801502897615241e-06, 0.000000000000000e+00
493, 2.669019893203863e+00, 9.637236782900068e+00, -4.222216019702773e-01, -8.444432039405546e-01, 6.014871039563695e-06, -1.665810524458288e-06, 0.000000000000000e+00
494, 2.729519355173360e+00, 9.620276715860829e+00, -4.178587202012629e-01, -8.357174404025257e-01, 5.388389449634563e-06, -1.528824349900570e-06, 0.000000000000000e+00
495, 2.789911060392400e+00, 9.602936856769400e+00, -4.140139281443312e-01, -8.280278562886624e-01, 4.802841334640699e-06, -1.395354396335360e-06, 0.000000000000000e+00
496, 2.850192624699869e+00, 9.585217890173727e+00, -4.108453589177917e-01, -8.216907178355835e-01, 4.147736825121968e-06, -1.233341697978307e-06, 0.000000000000000e+00
497, 2.910361668282826e+00, 9.567120515588272e+00, -4.080049279865385e-01, -8.160098559730770e-01, 3.364817947598120e-06, -1.023592956677289e-06, 0.000000000000000e+00
498, 2.970415815770457e+00, 9.548645447466397e+00, -4.048139488018748e-01, -8.096278976037496e-01, 2.281513325610580e-06, -7.097387062458587e-07, 0.000000000000000e+00
499, 3.030352696327849e+00, 9.529793415172152e+00, -4.018834605723965e-01, -8.037669211447931e-01, 7.664929809211164e-07, -2.437349867157470e-07, 0.000000000000000e+00
500, 3.090169943749583e+00, 9.510565162951499e+00, -3.991444169687494e-01, -7.982888339374987e-01, -6.525791494199522e-08, 2.120358189974584e-08, 0.000000000000000e+00
501, 3.149865196553157e+00, 9.490961449902910e+00, -3.953212404595810e-01, -7.906424809191620e-01, 2.124724476444410e-08, -7.051546585604060e-09, 0.000000000000000e+00
502, 3.209436098072205e+00, 9.470983049947407e+00, -3.914019613354587e-01, -7.828039226709174e-01, -4.205343037278894e-07, 1.425066403080047e-07, 0.000000000000000e+00
503, 3.268880296549534e+00, 9.450630751798011e+00, -3.864670699103580e-01, -7.729341398207160e-01, -5.724751900710525e-07, 1.980135419776774e-07, 0.000000000000000e+00
504, 3.328195445229976e+00, 9.429905358928606e+00, -3.827116307560356e-01, -7.654232615120713e-01, -1.122376854089599e-06, 3.961322400839937e-07, 0.000000000000000e+00
505, 3.387379202453024e+00, 9.408807689542215e+00, -3.800916171900370e-01, -7.601832343800741e-01, -1.870300010344422e-06, 6.733494366592273e-07, 0.000000000000000e+00
506, 3.446429231745281e+00, 9.387338576538701e+00, -3.771339670139424e-01, -7.542679340278848e-01, -2.377844768576188e-06, 8.729922386580301e-07, 0.000000000000000e+00
507, 3.505343201912701e+00, 9.365498867481882e+00, -3.741648635160020e-01, -7.483297270320041e-01, -2.322239315610230e-06, 8.691737528742512e-07, 0.000000000000000e+00
508, 3.564118787132618e+00, 9.343289424566079e+00, -3.717407117512913e-01, -7.434814235025826e-01, -2.343735826920084e-06, 8.940483927254579e-07, 0.000000000000000e+00
509, 3.622753667045568e+00, 9.320711124582067e+00, -3.690973769484827e-01, -7.381947538969653e-01, -2.413815362739461e-06, 9.381964895224455e-07, 0.000000000000000e+00
510, 3.681245526846891e+00, 9.297764858882470e+00, -3.672768093636369e-01, -7.345536187272738e-01, -2.804351121456471e-06, 1.110321155487935e-06, 0.000000000000000e+00
511, 3.739592057378116e+00, 9.274451533346568e+00, -3.652422648047892e-01, -7.304845296095783e-01, -3.170676852045693e-06, 1.278462443821100e-06, 0.000000000000000e+00
512, 3.797790955218123e+00, 9.250772068344535e+00, -3.630451172659953e-01, -7.260902345319905e-01, -3.334122889027255e-06, 1.368783238629655e-06, 0.000000000000000e+00
513, 3.855839922774078e+00, 9.226727398701101e+00, -3.606911801270524e-01, -7.213823602541047e-01, -3.465933029240330e-06, 1.448409860432998e-06, 0.000000000000000e+00
514, 3.913736668372136e+00, 9.202318473658655e+00, -3.579824407574879e-01, -7.159648815149757e-01, -3.503165524260685e-06, 1.489892727242820e-06, 0.000000000000000e+00
515, 3.971478906347919e+00, 9.177546256839763e+00, -3.560642213157516e-01, -7.121284426315032e-01, -3.588480967865924e-06, 1.552874381764970e-06, 0.000000000000000e+00
516, 4.029064357136740e+00, 9.152411726209127e+00, -3.543539653217107e-01, -7.087079306434213e-01, -3.469028993115456e-06, 1.527132026852675e-06, 0.000000000000000e+00
517, 4.086490747363603e+00, 9.126915874034978e+00, -3.523485716278922e-01, -7.046971432557845e-01, -3.324265245554572e-06, 1.488408500223815e-06, 0.000000000000000e+00
518, 4.143755809932955e+00, 9.101059706849906e+00, -3.507368862858382e-01, -7.014737725716764e-01, -3.545277603491489e-06, 1.614181770089478e-06, 0.000000000000000e+00
519, 4.200857284118175e+00, 9.074844245411116e+00, -3.495138900989324e-01, -6.990277801978648e-01, -3.904313413250106e-06, 1.807354814913292e-06, 0.000000000000000e+00
520, 4.257792915650840e+00, 9.048270524660143e+00, -3.480406512710078e-01, -6.960813025420156e-01, -4.104697775854425e-06, 1.931524158488459e-06, 0.000000000000000e+00
